User,Tweet,Date
USCGSoutheast,"The @USCG Cutter Northland is patrolling just outside Port-au-Prince #Haiti at the request of the Gov’t of Haïti &amp; in coordination with the @USEmbassyHaiti &amp; @StateDept.

🇺🇸🇭🇹

Last month, a #USCoastGuard team visited for 2nd iteration of boat training w/ the #HaitianCoastGuard. https://t.co/HpOHEvAimH",2022-10-13 23:12:05+00:00
USCGSoutheast,"RT @USEmbassyHaiti: ""Mwen gen anpil rekonesans pou ekip Ambassade des États-Unis, Port-au-Prince (Haïti) pou travay san pran souf yo epi dè…",2022-10-13 22:58:46+00:00
USCGSoutheast,RT @WHAAsstSecty: I am grateful to the entire team @USEmbassyHaiti for their tireless work and for ensuring U.S. assistance gets to those w…,2022-10-13 22:57:46+00:00
USCGSoutheast,"RT @USEmbassyHaiti: ""Je suis reconnaissant à toute l'équipe de l'@USEmbassyHaiti pour son travail inlassable et pour avoir veillé à ce que…",2022-10-13 22:57:42+00:00
USCGSoutheast,"RT @USEmbassyHaiti: Bato Northland @USCG la ap patwouye nan zòn PAP lan avèk Garde-Côte Haïtienne nan, sa se yon siy detèminasyon peyi 🇺🇸 a…",2022-10-13 22:18:42+00:00
USCGSoutheast,"RT @USEmbassyHaiti: Le coupeur Northland de @USCG patrouille avc la Garde-Côte 🇭🇹 près de PAP #Haïti, signe de la détermination des 🇺🇸 avc…",2022-10-13 22:07:19+00:00
USCGSoutheast,"*CORRECTION: firefighting equipment was delivered in August 2022, not September 2022.",2022-10-13 22:06:52+00:00
USCGSoutheast,"RT @HSTF_Southeast: #HomelandSecurityTaskForceSoutheast continues to patrol #FloridaStraits, #WindwardPass, #MonaPass &amp; #CaribbeanSea to pr…",2022-10-13 20:39:58+00:00
USCGSoutheast,".@USCG cutter Northland patrols w/ #HaitianCoastGuard near Port-au-Prince #Haiti, sign of US resolve w/ Haitian Gov’t &amp; people.

In Sept, USCGC Robert Yered delivered firefighting equipment donated by @MiamiDadeFire to the #PortAuPrince #ToussaintLouverture International Airport. https://t.co/aMo9qwMyFF",2022-10-13 20:24:28+00:00
USCGSoutheast,RT @HSTF_Southeast: #HSTFSE is especially interested in #peace &amp; #stability in #Haiti as it relates to the deterrence &amp; prevention of dange…,2022-10-13 03:28:19+00:00
USCGSoutheast,"The US has a sincere interest in #Caribbean #regionalsecurity &amp; is aware of ongoing civil unrest &amp; gang violence in #Haiti. 🇺🇸🇭🇹

The @uscg is part of a whole-of-government approach to assist the Haitian Gov’t w/ #security &amp; #stability throughout Haiti.
@USEmbassyHaiti @StateDept https://t.co/AD65R99FIM",2022-10-13 03:21:58+00:00
USCGSoutheast,"#BreakingNews @USCG⁩ Cutter Northland diverted to patrol near Port-au-Prince #Haiti as sign of 🇺🇸 resolve in support of 🇭🇹 Haitian govt ⁦@StateDept⁩ &amp; ⁦@USEmbassyHaiti⁩

Linked press release &amp; imagery. ⁦@Southcom⁩ ⁦@USCGLANTAREA⁩ https://t.co/db2Vo3SBHm",2022-10-12 23:06:12+00:00
USCGSoutheast,"RT @USBPChiefRMY: On October 10, 2022, Ramey Sector #BorderPatrol agents arrested 46 Haitian migrants who were abandoned by smugglers on Mo…",2022-10-12 22:58:18+00:00
USCGSoutheast,"RT @MSCSealift: https://t.co/DvczykHoxU
@MSCSealift hospital ship USNS Comfort (T-AH 20) prepares for Continuining Promise 22 this fall in…",2022-10-12 22:57:37+00:00
USCGSoutheast,"RT @USEmbassyHaiti: Vwayaj an Ayiti mwen an rive nan yon moman desizif alòske Ayisyen yo ap konfwonte yon epidemi kolera grandisan, yon blo…",2022-10-12 18:50:11+00:00
USCGSoutheast,"RT @USEmbassyHaiti: Mon voyage en 🇭🇹 arrive à un moment crucial alors que les 🇭🇹 st confrontés à une épidémie de choléra grandissante, un b…",2022-10-12 18:50:03+00:00
USCGSoutheast,"RT @WHAAsstSecty: My trip to Haiti comes at a crucial time as Haitians face a burgeoning cholera outbreak, gang blockade of ports, and fuel…",2022-10-12 17:49:48+00:00
USCGSoutheast,"#Breaking @USCG Station Marathon’s crew stopped this illegal migration venture from landing in the U.S.
 
People wanting to come to the U.S. are encouraged to do so through legal means and not on unsafe voyages or by paying smugglers.
 
#DontTakeToTheSea
 
@USEmbCuba https://t.co/cjwZtrkM8q",2022-10-11 23:07:13+00:00
USCGSoutheast,"#Breaking @USCG Cutter Issac Mayo’s crew repatriated 37 Cubans to #Cuba, Tuesday. @USCGSoutheast and our partners are patrolling the #CaribbeanSea to deter illegal migration into the U.S. #DontTakeToTheSea @USEmbCuba https://t.co/a56jwqH0AT",2022-10-11 17:21:35+00:00
USCGSoutheast,"Para personas que residen en los EE.UU buscando información sobre un familiar posiblemente interceptado por la Guardia Costera, por favor comuníquese con su representante gubernamental local. https://t.co/iLAabFC9Az",2022-10-09 15:38:56+00:00
USCGSoutheast,"Breaking: @USCG Cutter Richard Snyder’s crew repatriated 58 Cubans to #Cuba, Sunday, near Marquesas Key and Dry Torgugas. 

“Our crews are patrolling and stopping illegal migration to the U.S. Choose a safe and legal route.” -LCDR Cobb. 

#DontTakeToTheSea @USEmbCuba",2022-10-09 15:38:54+00:00
USCGSoutheast,"#Breaking @USCG Cutter Raymond Evans' crew repatriated 174 Cubans to #Cuba Fri., Sat.

""Our crews are out in full force to save lives &amp; encourage safe, legal migration in the Caribbean Sea."" - LCDR Stiehl. #DontTakeToTheSea

Read for📸📽️: https://t.co/dvS91bktWQ

@USEmbCuba https://t.co/iYreQsLJPf",2022-10-08 16:41:11+00:00
USCGSoutheast,@DanLamothe BZ to AST3 Lowen! @USCGGreatLakes @USCGLANTAREA,2022-10-08 16:09:34+00:00
USCGSoutheast,"Our @USCG members stationed in #Florida &amp; #PuertoRico and additional personnel &amp; resources from @USCGLANTAREA &amp; @USCGPACAREA are committed to the ongoing recovery efforts post #HurricaneIan &amp; #HurricaneFiona.

We remain #SemperParatus #AlwaysReady &amp; are always on watch. @FLSERT https://t.co/dW3NQttp0b",2022-10-08 14:53:43+00:00
USCGSoutheast,"#BREAKING: The Captain of the Port for @USCG Sector St. Petersburg has reopened the Port of Fort Myers following #HurricaneIan, Friday. 

Read more: https://t.co/xhKzJYh8Ps https://t.co/JD4kEaSGWd",2022-10-07 22:27:16+00:00
USCGSoutheast,"RT @DeptofDefense: .@USCG personnel from the Gulf, Atlantic and Pacific Strike teams assist residence affected by #HurricaneIan in Pine Isl…",2022-10-07 22:06:28+00:00
USCGSoutheast,"In just 1 week, @uscg members rescued 1,007 Floridians in distress following #HurricaneIan.

We are grateful for the support from units across @uscglantarea &amp; @uscgpacarea that surged into Florida to help. We continue to assist federal, state &amp; local partners in recovery efforts. https://t.co/aOjkOZkTu7",2022-10-07 20:58:41+00:00
USCGSoutheast,"#BreakingNews @USCG Cutter Robert Yered's crew offloaded more than $22 million in cocaine at U.S. Coast Guard Station Fort Lauderdale, Friday, following multiple interdictions in the Caribbean. #Counterdrug https://t.co/MJCVD7fA79",2022-10-07 17:51:52+00:00
USCGSoutheast,"RT @HSTF_Southeast: While @USCG crews assist in #HurricaneIan recovery efforts in Florida, #HSTFSE units are patrolling the #FloridaStraits…",2022-10-07 15:02:02+00:00
USCGSoutheast,"#BREAKING: In the wake of #HurricaneIan’s impact on the #Florida peninsula, @USCG is reminding residents and visitors to exercise caution when boating or recreating along the beaches and waterways.

Read more: https://t.co/HdJ8f6tG28 https://t.co/YEbsyKSjLV",2022-10-07 00:42:52+00:00
USCGSoutheast,"Come follow us on @instagram! 

https://t.co/0hymta0cwh https://t.co/IzCJvnPJ4P",2022-10-06 21:59:18+00:00
USCGSoutheast,"#Breaking @USCG, @CBPAMO crews stopped 5 illegal migration ventures from landing on #MarquesasKey in the past 48 hours. Our air &amp; surface crews are patrolling and on the lookout to save lives and prevent illegal, unsafe ventures. #DontTakeToTheSea #Partnerships https://t.co/wwwL57WpcT",2022-10-06 17:59:17+00:00
USCGSoutheast,"#BreakingNews @USCG Winslow Griesser offloaded  $6.5 million in seized cocaine at Base San Juan #PuertoRico Wednesday, after these illegal narcotics were interdicted in the MonaPassage near Puerto Rico #CounterDrug #PuertoRico #USCG

To read more: 
https://t.co/0t2KULKxEO https://t.co/5zXiAELstN",2022-10-06 15:36:19+00:00
USCGSoutheast,"4 men apprehended in this case are facing federal prosecution in Puerto Rico.  The interdiction is the result of efforts involving the Organized Crime Drug Enforcement Task Force, the Caribbean Border Interagency Group and the Caribbean Corridor Strike Force. https://t.co/Pp4KBkuVVZ",2022-10-06 15:31:04+00:00
USCGSoutheast,"BreakingNews 

@USCG Winslow Griesser @cbp offloaded  $6.5 million in cocaine at Base San Juan #PuertoRico Wednesday, after these illegal narcotics were interdicted in the MonaPassage near Puerto Rico #CounterDrug #Puerto Rico #USCG

To read more: https://t.co/0t2KULKxEO",2022-10-06 15:31:01+00:00
USCGSoutheast,"Our @uscg men &amp; women in #District7 are also members of the communities in which we are assigned.

The Coasties who rescued &amp; assisted #Floridians impacted by #HurricaneIan were helping their neighbors &amp; friends, and we are committed to helping in the ongoing recovery efforts. https://t.co/4yWp4S1Gq5",2022-10-06 02:09:04+00:00
USCGSoutheast,"Our #District7 commander, Rear Adm. Brendan C. McPherson, was in Ft. Myers today w/ @POTUS to represent the exceptional @uscg rescue &amp; response efforts following #HurricaneIan.

We too are #Floridians &amp; our crews worked continuously this week to locate &amp; assist those in distress. https://t.co/RYb2LeejHi",2022-10-06 01:58:38+00:00
USCGSoutheast,"We’re on ⁦@instagram⁩ now! 

Come follow @uscgsoutheast on IG to see more of our #HurricaneIan coverage &amp; our crews from across the @USCG⁩ who responded.  https://t.co/djoTsNzVaE",2022-10-05 23:06:26+00:00
USCGSoutheast,"#Breaking @USCG Cutter William Trump's crew repatriated 55 Cubans to #Cuba, Wed. 

""Hurricane season is not over. Our patrolling crews are on the lookout to save lives and prevent illegal, unsafe ventures."" - Lt. Ives 

Read: https://t.co/WhD37AkjOl

@USEmbCuba #DontTaketotheSea https://t.co/cN8XQrEZQ1",2022-10-05 15:57:12+00:00
USCGSoutheast,"#SAR @USCG suspended the search Mon. for two missing boaters &amp; their dog near #WisteriaIsland, in the #FloridaKeys, pending new info.

If anyone has info on Omar Millet &amp; Betsy Morales' whereabouts, please call Sector Key West at 305-292-8727

Read more: https://t.co/GtUKOVzabJ https://t.co/9AebAqHoPO",2022-10-05 02:20:03+00:00
USCGSoutheast,"@USCG personnel from the Gulf, Atlantic, and Pacific Strike teams continue to assist residents of Pine Island.
The strike forces worked with state and local partner agencies to transfer people in need to Florida’s mainland. 
Download Video: https://t.co/C3ganm6zis

#HurricaneIan https://t.co/tLUjtRIkT2",2022-10-04 16:55:30+00:00
USCGSoutheast,"“For anyone thinking of taking part in an illegal voyage, don’t take to the sea!  These voyages are extremely dangerous and your life will be at risk,” said Capt. Jose E. Diaz, Coast Guard Sector San Juan commander. #PuertoRico #RepublicaDominicana

To read more: https://t.co/vFDCnxOjAB",2022-10-04 14:06:23+00:00
USCGSoutheast,"#ICYMI @USCG Cutter Winslow Griesser interdicted 49 Dominicans aboard a makeshift boat taking part in an illegal voyage near Desecheo Island, Puerto Rico Oct. 1, 2022.#Donttaketothesea

To read more: https://t.co/zrBuzZnt0L",2022-10-04 14:06:22+00:00
USCGSoutheast,"#UPDATE @USCG crews suspended the search for Omar Millet Torres, Betsy Morales, and their dog. If you have any information call Sector Key West via VHF Ch. 16 or 305-292-8727. #SAR",2022-10-04 12:25:27+00:00
USCGSoutheast,"RT @DHSgov: Last week at DHS: #Fiona &amp; #Ian Response
🔷@FEMA continued #Fiona recovery efforts &amp; deployed teams across the southeast to supp…",2022-10-03 23:46:36+00:00
USCGSoutheast,"#UPDATE @USCG crews continue to search for Omar Millet Torres, Betsy Morales, and their dog. If you have any information call Sector Key West via VHF Ch. 16 or 305-292-8727. #SAR",2022-10-03 10:28:19+00:00
USCGSoutheast,"The @USCG continues to support #Florida rescue efforts after #HurricaneIan. #SAR @FLSERT
Total CG rescues: 644 &amp; counting

By air: 261 lives, 75 pets, 10 ports assessed.

By Combat Rubber Raiding Craft (CRRC) flood water rescue teams: 383 lives, 19 pets.

https://t.co/zwkYRh2Uly",2022-10-03 03:21:50+00:00
USCGSoutheast,#Final @USCG crews suspended the search for the 16 missing people pending new information. #SAR,2022-10-02 21:22:29+00:00
USCGSoutheast,"#BreakingNews @USCG Richard Etheridge offloaded more than $30 million in cocaine, marijuana at Base #MiamiBeach, Saturday, after these narcotics were interdicted in the Caribbean. #CounterDrug https://t.co/Oa6EGazXNc",2022-10-01 19:08:50+00:00
USCGSoutheast,"Our @USCG crews are still actively supporting the rescue &amp; assistance efforts for #Floridians impacted by #HurricaneIan.

Please do not send requests for help or information on missing persons to our CG social media accounts. Visit the @FLSERT website: https://t.co/pudyAoKnmR https://t.co/NeC1NHricB",2022-10-01 18:46:14+00:00
USCGSoutheast,"@MichaelUHPC Sir, where are you that you saw this, city wise? - PA1 Groll",2022-10-01 17:12:43+00:00
USCGSoutheast,#FINAL The @USCG Capt. of the Port for #Charleston opened all ports in #Charleston. https://t.co/p7vVZMIrUH,2022-10-01 15:03:34+00:00
USCGSoutheast,#Breaking @USCG crews across the District Seven area of responsibility saved 225 people and 74 pets. #HurricaneIan #Recovery #SAR https://t.co/AmpbyaxEwN,2022-10-01 14:56:09+00:00
USCGSoutheast,#UPDATE @USCG crews continue to search for the 16 missing people. #SAR #DontTakeToTheSea,2022-10-01 13:09:07+00:00
USCGSoutheast,"UPDATE: @USCG crews continue to search for 2 people, their dog, and their vessel. Last seen Tuesday, near Fury Playground by Key West Harbor.  If you have any information call Sector Key West via VHF Ch. 16 or 305-292-8727. #SAR",2022-10-01 13:02:41+00:00
USCGSoutheast,#FINAL The @USCG Capt. of the Port for #Jacksonville opened #PortCanaveral. https://t.co/lRCNPH7bEB,2022-10-01 12:43:27+00:00
USCGSoutheast,"#UPDATE the @USCG Captain of the Port of #StPetersburg opened all ports EXCEPT #BocaGrande, #Charlotte, &amp; #FortMeyers. https://t.co/PPabiRpmC2",2022-10-01 12:13:47+00:00
USCGSoutheast,#FINAL The @USCG Capt. of the Port for #Jacksonville and #Fernandina opened the ports. https://t.co/mIVXJBGibn,2022-10-01 12:09:12+00:00
